0.149429,0.013073,1.138804,1.132779,1.283889,0.0,0.0
1.497940000000000105e-01,7.849999999999999339e-03,1.108408000000000060e+00,1.122346999999999984e+00,1.336775999999999964e+00,0.149429,0.013073
1.499769999999999992e-01,2.618000000000000101e-03,1.100214000000000025e+00,1.113375000000000004e+00,1.347676000000000096e+00,1.497940000000000105e-01,7.849999999999999339e-03
1.499769999999999992e-01,2.618000000000000101e-03,1.073212999999999973e+00,1.105860000000000065e+00,1.360876999999999892e+00,1.499769999999999992e-01,2.618000000000000101e-03
1.497940000000000105e-01,7.849999999999999339e-03,1.088111000000000050e+00,1.120338000000000056e+00,1.376552999999999916e+00,1.499769999999999992e-01,2.618000000000000101e-03
1.488819999999999866e-01,1.828000000000000111e-02,1.041427000000000103e+00,1.113110999999999962e+00,1.416199999999999903e+00,1.497940000000000105e-01,7.849999999999999339e-03
1.481530000000000069e-01,2.346499999999999975e-02,1.040157999999999916e+00,1.111850999999999923e+00,1.492169000000000079e+00,1.488819999999999866e-01,1.828000000000000111e-02
1.472440000000000138e-01,2.862100000000000061e-02,1.008963000000000054e+00,1.112222999999999962e+00,1.521746999999999961e+00,1.481530000000000069e-01,2.346499999999999975e-02
1.461560000000000081e-01,3.374300000000000216e-02,9.958299999999999930e-01,1.114293999999999896e+00,1.555433999999999983e+00,1.472440000000000138e-01,2.862100000000000061e-02
1.434459999999999902e-01,4.385599999999999915e-02,9.740060000000000384e-01,1.123858000000000024e+00,1.617054999999999909e+00,1.461560000000000081e-01,3.374300000000000216e-02
1.418280000000000096e-01,4.883500000000000341e-02,9.652899999999999814e-01,1.177292999999999923e+00,1.696952999999999934e+00,1.434459999999999902e-01,4.385599999999999915e-02
1.380760000000000043e-01,5.861000000000000237e-02,9.727740000000000276e-01,1.201162000000000063e+00,1.818635999999999919e+00,1.418280000000000096e-01,4.883500000000000341e-02
1.336509999999999920e-01,6.809900000000000675e-02,9.660870000000000291e-01,1.235322999999999949e+00,2.050781999999999883e+00,1.380760000000000043e-01,5.861000000000000237e-02
1.285749999999999948e-01,7.725600000000000522e-02,9.657609999999999806e-01,1.334775000000000045e+00,2.320908999999999889e+00,1.336509999999999920e-01,6.809900000000000675e-02
1.258009999999999962e-01,8.169600000000000473e-02,9.681229999999999558e-01,1.365132000000000012e+00,2.451027999999999984e+00,1.285749999999999948e-01,7.725600000000000522e-02
1.197949999999999987e-01,9.027200000000000502e-02,9.782999999999999474e-01,1.431262000000000034e+00,3.021971000000000185e+00,1.258009999999999962e-01,8.169600000000000473e-02
1.132060000000000011e-01,9.840899999999999648e-02,1.043141000000000096e+00,1.562405999999999962e+00,3.766989999999999839e+00,1.197949999999999987e-01,9.027200000000000502e-02
1.097029999999999950e-01,1.023000000000000020e-01,1.056610000000000049e+00,1.606610000000000094e+00,4.252155000000000129e+00,1.132060000000000011e-01,9.840899999999999648e-02
1.023000000000000020e-01,1.097029999999999950e-01,1.091520999999999963e+00,1.749779999999999891e+00,5.000000000000000000e+00,1.097029999999999950e-01,1.023000000000000020e-01
9.439799999999999580e-02,1.165719999999999951e-01,1.191805000000000003e+00,2.048395000000000188e+00,5.000000000000000000e+00,1.023000000000000020e-01,1.097029999999999950e-01
9.027200000000000502e-02,1.197949999999999987e-01,1.222617000000000065e+00,2.204794000000000143e+00,5.000000000000000000e+00,9.439799999999999580e-02,1.165719999999999951e-01
8.169600000000000473e-02,1.258009999999999962e-01,1.272302000000000044e+00,2.663533000000000150e+00,5.000000000000000000e+00,9.027200000000000502e-02,1.197949999999999987e-01
7.272099999999999398e-02,1.311930000000000041e-01,1.400822000000000012e+00,3.363030000000000186e+00,5.000000000000000000e+00,8.169600000000000473e-02,1.258009999999999962e-01
6.809900000000000675e-02,1.336509999999999920e-01,1.482841999999999993e+00,3.929113000000000078e+00,5.000000000000000000e+00,7.272099999999999398e-02,1.311930000000000041e-01
5.861000000000000237e-02,1.380760000000000043e-01,1.696051999999999893e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.809900000000000675e-02,1.336509999999999920e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.785191999999999890e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.861000000000000237e-02,1.380760000000000043e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.766920999999999964e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.746046999999999905e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.732839000000000018e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.722401999999999989e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.693694000000000033e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.672819999999999974e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.677882000000000096e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.657008000000000036e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.629302999999999946e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.608429000000000109e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.579720999999999931e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.574346999999999941e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.563908999999999994e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.535201999999999956e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.506494000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.496056999999999970e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.490682000000000063e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.461975000000000025e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.498202999999999951e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.469495999999999913e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.440787999999999958e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.445850000000000080e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.424976000000000020e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.396268999999999982e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.385831000000000035e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.372622999999999927e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.351749000000000089e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.333479000000000081e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.312604000000000104e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.299395999999999995e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.288958999999999966e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.260251999999999928e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.239376999999999951e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.221106999999999942e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
5.375499999999999723e-02,1.400369999999999948e-01,1.209068999999999949e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.375499999999999723e-02,1.400369999999999948e-01
