1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,4.926504999999999690e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,4.910517999999999716e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,4.878544999999999909e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
1.448889999999999900e-01,3.882300000000000334e-02,4.846570999999999962e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.448889999999999900e-01,3.882300000000000334e-02
